Individual/SHOP,Exchange_Type,State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange?(Yes_or_No),SADP_Only,Plan_ID,Plan_Type,QHP or SADP?,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received_Out_of_Network,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_Out_of_Network,Issuer_Claims_Denied_In_Network,Issuer_Claims_Resubmitted_Out_of_Network,Issuer_Claims_Resubmitted_In_Network,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received_Out_of_Network,Plan_Number_Claims_Received_In_Network,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_In_Network,Plan_Number_Claims_Resubmitted_Out_of_Network,Plan_Number_Claims_Resubmitted_In_Network,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Due_To_Out_Of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce,Plan_Number_Claims_Denied_Due_To_Administrative_Reason,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment,source_sheet,Issuer_Claims_Received_Out_of_Network_suppressed,Issuer_Claims_Received_In_Network_suppressed,Issuer_Claims_Denied_Out_of_Network_suppressed,Issuer_Claims_Denied_In_Network_suppressed,Issuer_Claims_Resubmitted_Out_of_Network_suppressed,Issuer_Claims_Resubmitted_In_Network_suppressed,Issuer_Internal_Appeals_Filed_suppressed,Issuer_Number_Internal_Appeals_Overturned_suppressed,Issuer_Percent_Internal_Appeals_Overturned_suppressed,Issuer_External_Appeals_Filed_suppressed,Issuer_Number_External_Appeals_Overturned_suppressed,Issuer_Percent_External_Appeals_Overturned_suppressed,Plan_Number_Claims_Received_Out_of_Network_suppressed,Plan_Number_Claims_Received_In_Network_suppressed,Plan_Number_Claims_Denied_Out_of_Network_suppressed,Plan_Number_Claims_Denied_In_Network_suppressed,Plan_Number_Claims_Resubmitted_Out_of_Network_suppressed,Plan_Number_Claims_Resubmitted_In_Network_suppressed,Plan_Number_Claims_Denied_Referral_Required_suppressed,Plan_Number_Claims_Denied_Due_To_Out_Of_Network_suppressed,Plan_Number_Claims_Denied_Services_Excluded_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only_suppressed,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached_suppressed,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered_suppressed,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce_suppressed,Plan_Number_Claims_Denied_Due_To_Administrative_Reason_suppressed,Plan_Number_Claims_Denied_Other_suppressed,Average Monthly Enrollment_suppressed,Average Monthly Disenrollment_suppressed,rule_anomaly,rule_reason,ml_prediction,ml_anomaly,ml_anomaly_score,final_anomaly,anomaly_type,severity
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980014,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980015,EPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980016,EPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980017,EPO,QHP,Catastrophic,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980018,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980019,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980020,EPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980021,EPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0980022,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990011,EPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990012,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990013,EPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990014,EPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990015,EPO,QHP,Catastrophic,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990016,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990017,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990018,EPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990019,EPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,MO,Healthy Alliance Life Co(Anthem BCBS),32753,No,No,32753MO0990020,EPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,307614.0,3941746.0,131639.0,295802.0,33039.0,228345.0,270.0,98.0,36.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1671473252811974,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460548,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,6611.0,293312.0,2137.0,50545.0,142.0,3764.0,2854.0,953.0,6007.0,426.0,49.0,15.0,3369.0,20.0,3499.0,37719.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,568.0,89.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,-1,True,-0.05639374619432036,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460552,HMO,QHP,Catastrophic,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,21.0,1069.0,14.0,216.0,0.0,,,14.0,12.0,,,0.0,,0.0,,194.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,False,,1,False,0.055964401760699334,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460553,HMO,QHP,Silver,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1857.0,118601.0,730.0,21931.0,48.0,1985.0,1344.0,434.0,2244.0,161.0,11.0,100.0,1283.0,19.0,1788.0,16123.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,144.0,15.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.0037347939176696765,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460554,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1085.0,70108.0,436.0,13141.0,19.0,997.0,651.0,228.0,1893.0,105.0,,,807.0,,809.0,9562.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,159.0,22.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,False,,1,False,0.034136508946041255,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460555,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,4338.0,163320.0,1491.0,22017.0,124.0,2362.0,3126.0,691.0,4106.0,283.0,19.0,22.0,2456.0,14.0,1947.0,12249.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,348.0,56.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,-1,True,-0.009200041861352148,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460556,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,2889.0,119221.0,1306.0,18302.0,76.0,1607.0,2543.0,831.0,3249.0,272.0,48.0,,940.0,37.0,1340.0,11493.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,212.0,31.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,,-1,True,-0.0019297935208023587,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460557,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,12726.0,298280.0,4217.0,47435.0,215.0,4387.0,4463.0,1683.0,9213.0,632.0,42.0,12.0,3811.0,13.0,3562.0,31313.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,606.0,81.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,-1,True,-0.06869161341721708,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460558,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,2315.0,111649.0,1082.0,23374.0,48.0,1490.0,1143.0,901.0,4331.0,239.0,,,803.0,18.0,982.0,17426.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,248.0,35.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,False,,1,False,0.004700625330528119,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460559,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,2955.0,81055.0,925.0,12528.0,48.0,1284.0,1401.0,402.0,2382.0,163.0,11.0,27.0,1071.0,,1338.0,7546.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,173.0,31.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,,1,False,0.030078996294272187,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460560,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,5107.0,153422.0,2233.0,23411.0,68.0,3142.0,2090.0,1197.0,4993.0,351.0,17.0,57.0,2357.0,13.0,2645.0,13860.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,304.0,49.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,-1,True,-0.011117758440124748,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460561,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,5841.0,294512.0,3107.0,42670.0,25.0,3844.0,5831.0,2494.0,8541.0,730.0,86.0,47.0,3373.0,83.0,2704.0,25089.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,467.0,55.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,-1,True,-0.06733107028495422,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460562,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,925.0,37775.0,232.0,6960.0,16.0,478.0,563.0,161.0,1333.0,72.0,,,318.0,16.0,320.0,4802.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,74.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,,1,False,0.04911862858201954,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460563,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,7386.0,228699.0,2351.0,42105.0,138.0,4139.0,4195.0,1656.0,8006.0,482.0,57.0,,1938.0,33.0,3843.0,26581.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,324.0,42.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,,-1,True,-0.049563640072194715,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460564,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,5804.0,154978.0,2029.0,26379.0,207.0,5280.0,2866.0,1020.0,4847.0,270.0,11.0,,2128.0,11.0,5119.0,14047.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,383.0,74.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,,-1,True,-0.032497141462392354,True,ML,MEDIUM
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460565,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1139.0,41443.0,350.0,7493.0,19.0,695.0,554.0,175.0,1844.0,117.0,,0.0,492.0,,498.0,4675.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,66.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,False,,1,False,0.0494007044105903,False,NORMAL,NORMAL
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460566,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,25148.0,215072.0,3218.0,36361.0,254.0,2680.0,3002.0,1421.0,6912.0,386.0,31.0,,2472.0,23.0,2159.0,25323.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,414.0,48.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,,-1,True,-0.04608020852107053,True,ML,MEDIUM
