Individual/SHOP,Exchange_Type,State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange?(Yes_or_No),SADP_Only,Plan_ID,Plan_Type,QHP or SADP?,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received_Out_of_Network,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_Out_of_Network,Issuer_Claims_Denied_In_Network,Issuer_Claims_Resubmitted_Out_of_Network,Issuer_Claims_Resubmitted_In_Network,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received_Out_of_Network,Plan_Number_Claims_Received_In_Network,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_In_Network,Plan_Number_Claims_Resubmitted_Out_of_Network,Plan_Number_Claims_Resubmitted_In_Network,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Due_To_Out_Of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce,Plan_Number_Claims_Denied_Due_To_Administrative_Reason,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment,source_sheet,Issuer_Claims_Received_Out_of_Network_suppressed,Issuer_Claims_Received_In_Network_suppressed,Issuer_Claims_Denied_Out_of_Network_suppressed,Issuer_Claims_Denied_In_Network_suppressed,Issuer_Claims_Resubmitted_Out_of_Network_suppressed,Issuer_Claims_Resubmitted_In_Network_suppressed,Issuer_Internal_Appeals_Filed_suppressed,Issuer_Number_Internal_Appeals_Overturned_suppressed,Issuer_Percent_Internal_Appeals_Overturned_suppressed,Issuer_External_Appeals_Filed_suppressed,Issuer_Number_External_Appeals_Overturned_suppressed,Issuer_Percent_External_Appeals_Overturned_suppressed,Plan_Number_Claims_Received_Out_of_Network_suppressed,Plan_Number_Claims_Received_In_Network_suppressed,Plan_Number_Claims_Denied_Out_of_Network_suppressed,Plan_Number_Claims_Denied_In_Network_suppressed,Plan_Number_Claims_Resubmitted_Out_of_Network_suppressed,Plan_Number_Claims_Resubmitted_In_Network_suppressed,Plan_Number_Claims_Denied_Referral_Required_suppressed,Plan_Number_Claims_Denied_Due_To_Out_Of_Network_suppressed,Plan_Number_Claims_Denied_Services_Excluded_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only_suppressed,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached_suppressed,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered_suppressed,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce_suppressed,Plan_Number_Claims_Denied_Due_To_Administrative_Reason_suppressed,Plan_Number_Claims_Denied_Other_suppressed,Average Monthly Enrollment_suppressed,Average Monthly Disenrollment_suppressed,rule_anomaly,rule_reason,ml_prediction,ml_anomaly,ml_anomaly_score,final_anomaly,anomaly_type,severity
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0110031,EPO,QHP,Gold,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,5586.0,69682.0,836.0,12298.0,55.0,6253.0,3017.0,780.0,2603.0,2530.0,129.0,1396.0,1233.0,0.0,2528.0,2163.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,92.0,18.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.09121708858372024,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0110033,EPO,QHP,Bronze,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,40223.0,275883.0,8915.0,50008.0,356.0,33309.0,9557.0,5940.0,10327.0,8031.0,248.0,4823.0,9429.0,0.0,15491.0,7024.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,1203.0,221.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,-1,True,-0.035541030722938016,True,ML,MEDIUM
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0110034,EPO,QHP,Silver,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,279065.0,2665691.0,44448.0,470191.0,1756.0,244287.0,93253.0,33385.0,92176.0,71854.0,2461.0,51598.0,57596.0,0.0,119910.0,85901.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,6523.0,1517.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,-1,True,-0.27597504630599756,True,ML,MEDIUM
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0110035,EPO,QHP,Gold,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,2732.0,36348.0,331.0,7101.0,28.0,4526.0,1937.0,283.0,1458.0,1768.0,66.0,673.0,943.0,0.0,1297.0,1242.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,52.0,,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,,1,False,0.11114330453456112,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120001,EPO,QHP,Silver,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.13827209160545206,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120003,EPO,QHP,Silver,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.13827209160545206,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120023,EPO,QHP,Bronze,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,11385.0,128170.0,2338.0,23594.0,140.0,12493.0,4779.0,1806.0,5770.0,4164.0,129.0,2600.0,3206.0,0.0,5599.0,3769.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,345.0,67.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.05433797939568091,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120026,EPO,QHP,Bronze,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,6527.0,72336.0,1095.0,12888.0,63.0,7246.0,2427.0,783.0,3291.0,2065.0,161.0,1217.0,2009.0,0.0,3518.0,2029.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,186.0,33.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.08918125321454512,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120030,EPO,QHP,Gold,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,6561.0,88196.0,1235.0,17165.0,64.0,8465.0,3821.0,1036.0,4597.0,3220.0,201.0,1607.0,1913.0,0.0,3219.0,3139.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,155.0,26.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.07350680486698274,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120034,EPO,QHP,Gold,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,4626.0,59584.0,890.0,11609.0,50.0,4978.0,2963.0,601.0,3270.0,2501.0,78.0,1049.0,923.0,0.0,2227.0,1983.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,83.0,14.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.09747298387552916,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120035,EPO,QHP,Bronze,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,4116.0,42962.0,943.0,7277.0,33.0,2603.0,1498.0,713.0,2178.0,1284.0,75.0,790.0,835.0,0.0,1546.0,1026.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,147.0,31.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.1099865957273225,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120036,EPO,QHP,Silver,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,18401.0,234720.0,3416.0,45357.0,112.0,20394.0,10438.0,2881.0,10669.0,8650.0,362.0,4948.0,4323.0,0.0,8415.0,8632.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,341.0,71.0,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.0025960403273855293,False,NORMAL,NORMAL
Individual,FFE,TN,Celtic Insurance Company,70111,No,No,70111TN0120037,EPO,QHP,Gold,https://www.ambetterhealth.com/en/tn/resources/handbooks-forms/transparency-notice-2026,1488485.0,8726180.0,268561.0,1645943.0,10101.0,957113.0,2600.0,,,,0.0,,665.0,9220.0,138.0,1927.0,,522.0,594.0,110.0,493.0,565.0,,194.0,110.0,0.0,279.0,300.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,16.0,,Ind_QHP,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False,,1,False,0.12935063651171202,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0070002,POS,QHP,Silver,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16345460066037915,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0070261,POS,QHP,Silver,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,116055.0,1504981.0,10557.0,232724.0,1242.0,169292.0,56591.0,3194.0,40048.0,28057.0,1133.0,20041.0,39547.0,0.0,68639.0,37430.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,-1,True,-0.18198786507059672,True,ML,MEDIUM
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0070268,POS,QHP,Gold,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,481.0,5640.0,30.0,801.0,,531.0,150.0,,111.0,92.0,12.0,94.0,85.0,0.0,244.0,176.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.15894778659390169,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0070285,POS,QHP,Bronze,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,2063.0,30458.0,263.0,4938.0,19.0,2120.0,1134.0,25.0,1170.0,689.0,31.0,578.0,396.0,0.0,1370.0,651.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,55.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,,1,False,0.1390210438260861,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0070287,POS,QHP,Bronze,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,65.0,918.0,,120.0,0.0,67.0,15.0,,34.0,,,18.0,22.0,0.0,23.0,21.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,False,,1,False,0.15817333202522244,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0070288,POS,QHP,Silver,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,789.0,11467.0,99.0,1736.0,15.0,655.0,500.0,148.0,377.0,177.0,,187.0,139.0,0.0,347.0,298.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,13.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False,,1,False,0.15704084869038498,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0070289,POS,QHP,Gold,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,,244.0,,74.0,0.0,0.0,46.0,0.0,,42.0,0.0,,0.0,0.0,16.0,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,False,,1,False,0.16005982178819816,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0210001,POS,QHP,Silver,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16345460066037915,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0210002,POS,QHP,Gold,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16345460066037915,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0210003,POS,QHP,Gold,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16345460066037915,False,NORMAL,NORMAL
Individual,SBE-FP,AR,"QCA Health Plan, Inc.",70525,No,No,70525AR0210005,POS,QHP,Silver,https://www.ambetterhealth.com/en/ar/resources/handbooks-forms/transparency-notice-2026,121950.0,1593974.0,11076.0,245717.0,1294.0,175655.0,346.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16345460066037915,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020001,HMO,QHP,Bronze,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020002,HMO,QHP,Bronze,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020003,HMO,QHP,Silver,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020004,HMO,QHP,Silver,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020005,HMO,QHP,Gold,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020006,HMO,QHP,Gold,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020008,HMO,QHP,Silver,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0020009,HMO,QHP,Gold,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0030001,HMO,QHP,Bronze,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0030002,HMO,QHP,Silver,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,FFE,TX,"UnitedHealthcare Benefits of Texas, Inc.",70754,Yes,No,70754TX0030003,HMO,QHP,Gold,https://www.uhc.com/transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1,False,0.18353363768453157,False,NORMAL,NORMAL
Individual,SBE-FP,OR,Kaiser Foundation Healthplan of the NW,71287,No,No,71287OR0420001,EPO,QHP,Gold,https://healthy.kaiserpermanente.org/oregon-washington/support/transparency-coverage,2384.0,9923.0,408.0,725.0,19.0,58.0,39.0,17.0,43.59,0.0,0.0,0.0,,47.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,355.0,58.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,,1,False,0.16247160440638775,False,NORMAL,NORMAL
