Individual/SHOP,Exchange_Type,State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange?(Yes_or_No),SADP_Only,Plan_ID,Plan_Type,QHP or SADP?,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received_Out_of_Network,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_Out_of_Network,Issuer_Claims_Denied_In_Network,Issuer_Claims_Resubmitted_Out_of_Network,Issuer_Claims_Resubmitted_In_Network,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received_Out_of_Network,Plan_Number_Claims_Received_In_Network,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_In_Network,Plan_Number_Claims_Resubmitted_Out_of_Network,Plan_Number_Claims_Resubmitted_In_Network,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Due_To_Out_Of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce,Plan_Number_Claims_Denied_Due_To_Administrative_Reason,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment,source_sheet,Issuer_Claims_Received_Out_of_Network_suppressed,Issuer_Claims_Received_In_Network_suppressed,Issuer_Claims_Denied_Out_of_Network_suppressed,Issuer_Claims_Denied_In_Network_suppressed,Issuer_Claims_Resubmitted_Out_of_Network_suppressed,Issuer_Claims_Resubmitted_In_Network_suppressed,Issuer_Internal_Appeals_Filed_suppressed,Issuer_Number_Internal_Appeals_Overturned_suppressed,Issuer_Percent_Internal_Appeals_Overturned_suppressed,Issuer_External_Appeals_Filed_suppressed,Issuer_Number_External_Appeals_Overturned_suppressed,Issuer_Percent_External_Appeals_Overturned_suppressed,Plan_Number_Claims_Received_Out_of_Network_suppressed,Plan_Number_Claims_Received_In_Network_suppressed,Plan_Number_Claims_Denied_Out_of_Network_suppressed,Plan_Number_Claims_Denied_In_Network_suppressed,Plan_Number_Claims_Resubmitted_Out_of_Network_suppressed,Plan_Number_Claims_Resubmitted_In_Network_suppressed,Plan_Number_Claims_Denied_Referral_Required_suppressed,Plan_Number_Claims_Denied_Due_To_Out_Of_Network_suppressed,Plan_Number_Claims_Denied_Services_Excluded_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only_suppressed,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached_suppressed,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered_suppressed,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce_suppressed,Plan_Number_Claims_Denied_Due_To_Administrative_Reason_suppressed,Plan_Number_Claims_Denied_Other_suppressed,Average Monthly Enrollment_suppressed,Average Monthly Disenrollment_suppressed,ml_prediction,ml_anomaly,ml_anomaly_score,final_anomaly,anomaly_type,severity,rule_anomaly,rule_name,rule_reason,rule_severity,explanation,likely_cause,recommended_fix
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0770001,EPO,QHP,Bronze,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0770002,EPO,QHP,Bronze,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0770003,EPO,QHP,Bronze,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0770004,EPO,QHP,Silver,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0770005,EPO,QHP,Silver,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0770006,EPO,QHP,Silver,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0770007,EPO,QHP,Gold,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0780001,EPO,QHP,Gold,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SBE-FP,OR,PacificSource Health Plans,10091,No,No,10091OR0780002,EPO,QHP,Gold,https://pacificsource.com/yourplan/,1208.0,3771.0,338.0,658.0,19.0,53.0,136.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1808615077718706,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0070004,PPO,QHP,Bronze,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,1722.0,72725.0,556.0,11665.0,30.0,9255.0,1030.0,,3963.0,22.0,39.0,995.0,2393.0,178.0,8256.0,855.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,245.0,21.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False,0.10097088992827,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0070013,PPO,QHP,Gold,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,2466.0,104030.0,1400.0,20334.0,108.0,14915.0,2030.0,42.0,6646.0,21.0,0.0,1838.0,4473.0,177.0,14394.0,1823.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,186.0,18.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.082722054404701,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0070014,PPO,QHP,Silver,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,861.0,20613.0,352.0,4277.0,14.0,2508.0,615.0,,1216.0,,37.0,366.0,1366.0,89.0,2343.0,280.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,29.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,False,0.1498514195300794,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0070016,PPO,QHP,Silver,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,344.0,32158.0,181.0,6164.0,43.0,4503.0,663.0,,1840.0,14.0,84.0,438.0,1197.0,91.0,4380.0,407.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,49.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,0.1378891132108486,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0070025,PPO,QHP,Gold,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,3944.0,186168.0,1562.0,29288.0,228.0,24863.0,3075.0,59.0,10329.0,132.0,88.0,2803.0,4939.0,472.0,23457.0,2398.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,454.0,37.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0364102019285328,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0070026,PPO,QHP,Bronze,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,900.0,26841.0,339.0,4886.0,24.0,3468.0,575.0,,1833.0,,,462.0,1036.0,82.0,3218.0,283.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,108.0,13.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,False,0.1403062525641497,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0170016,PPO,QHP,Silver,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,413.0,41483.0,166.0,7070.0,25.0,4798.0,566.0,,2224.0,,39.0,775.0,1183.0,100.0,4707.0,665.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,49.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,False,0.1364446540995439,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0170017,PPO,QHP,Gold,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,1751.0,113676.0,775.0,20946.0,118.0,17993.0,2526.0,26.0,7267.0,62.0,144.0,1993.0,2971.0,177.0,15945.0,1694.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,233.0,26.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0652097755712798,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0170018,PPO,QHP,Silver,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,3405.0,192119.0,1557.0,33150.0,322.0,27374.0,3296.0,38.0,12771.0,149.0,217.0,3498.0,3151.0,375.0,23201.0,2658.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,315.0,30.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0233459211494634,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0170020,PPO,QHP,Bronze,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,2839.0,21113.0,392.0,4343.0,31.0,3166.0,454.0,32.0,1597.0,14.0,414.0,395.0,637.0,23.0,3043.0,256.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,63.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,0.1365271767493415,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,WY,Blue Cross Blue Shield of Wyoming,11269,No,No,11269WY0170021,PPO,QHP,Silver,https://www.bcbswy.com/QHPTransparency,28568.0,1305051.0,10747.0,229909.0,1445.0,178376.0,434.0,173.0,39.86,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1804769685812446,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0060002,PPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,776255.0,16183703.0,101642.0,3116071.0,16988.0,1417157.0,2160.0,779.0,36.06,88.0,44.0,50.0,72150.0,2279607.0,19192.0,475717.0,2020.0,242221.0,34367.0,11186.0,89861.0,620.0,537.0,15391.0,75075.0,475.0,90413.0,176984.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,3033.0,371.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,True,-0.2296559482768763,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: Plan_Number_Claims_Denied_Due_To_Member_Not_Covered is unusually high; plan-level in-network resubmitted claims is unusually high; Plan_Number_Claims_Denied_Services_Excluded is unusually high; plan-level in-network claims received is unusually high; plan-level in-network denied claims is unusually high.,"The anomaly is associated with unusual values in Plan_Number_Claims_Denied_Due_To_Member_Not_Covered, plan-level in-network resubmitted claims, Plan_Number_Claims_Denied_Services_Excluded. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0060004,PPO,QHP,Bronze,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,776255.0,16183703.0,101642.0,3116071.0,16988.0,1417157.0,2160.0,779.0,36.06,88.0,44.0,50.0,9595.0,630185.0,2366.0,126255.0,139.0,62516.0,7975.0,2735.0,24068.0,168.0,21.0,4415.0,19074.0,122.0,26324.0,43719.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,1762.0,184.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,True,-0.0984134405742451,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: Plan_Number_Claims_Denied_Due_To_Member_Not_Covered is unusually high; in-network resubmitted claims is unusually high.,"The anomaly is associated with unusual values in Plan_Number_Claims_Denied_Due_To_Member_Not_Covered, in-network resubmitted claims. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0060018,PPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,776255.0,16183703.0,101642.0,3116071.0,16988.0,1417157.0,2160.0,779.0,36.06,88.0,44.0,50.0,11331.0,569709.0,2387.0,74636.0,133.0,19120.0,1923.0,0.0,6349.0,158.0,21.0,6168.0,10848.0,122.0,29289.0,22145.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,1221.0,115.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,True,-0.0458833332486008,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: in-network resubmitted claims is unusually high.,"The anomaly is associated with unusual values in in-network resubmitted claims. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0060028,PPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,776255.0,16183703.0,101642.0,3116071.0,16988.0,1417157.0,2160.0,779.0,36.06,88.0,44.0,50.0,7579.0,571491.0,1815.0,130732.0,156.0,66278.0,7984.0,2132.0,19777.0,121.0,42.0,3499.0,33018.0,99.0,18863.0,47012.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,667.0,67.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,True,-0.0830211260581695,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: Plan_Number_Claims_Denied_Due_To_Member_Not_Covered is unusually high; in-network resubmitted claims is unusually high.,"The anomaly is associated with unusual values in Plan_Number_Claims_Denied_Due_To_Member_Not_Covered, in-network resubmitted claims. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0060031,PPO,QHP,Bronze,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,776255.0,16183703.0,101642.0,3116071.0,16988.0,1417157.0,2160.0,779.0,36.06,88.0,44.0,50.0,8721.0,632186.0,2124.0,131136.0,320.0,65566.0,8748.0,2847.0,23207.0,170.0,32.0,4680.0,20751.0,128.0,25668.0,47029.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,1439.0,149.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,True,-0.1038758005317743,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: Plan_Number_Claims_Denied_Due_To_Member_Not_Covered is unusually high; in-network resubmitted claims is unusually high.,"The anomaly is associated with unusual values in Plan_Number_Claims_Denied_Due_To_Member_Not_Covered, in-network resubmitted claims. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0060050,PPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,776255.0,16183703.0,101642.0,3116071.0,16988.0,1417157.0,2160.0,779.0,36.06,88.0,44.0,50.0,7598.0,566708.0,1772.0,108777.0,211.0,54722.0,10119.0,2953.0,20880.0,157.0,32.0,3833.0,9188.0,128.0,22595.0,40664.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,778.0,85.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,True,-0.0632284335413166,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: in-network resubmitted claims is unusually high.,"The anomaly is associated with unusual values in in-network resubmitted claims. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0060051,PPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,776255.0,16183703.0,101642.0,3116071.0,16988.0,1417157.0,2160.0,779.0,36.06,88.0,44.0,50.0,31314.0,841586.0,8590.0,173283.0,445.0,93594.0,14811.0,4609.0,35025.0,291.0,499.0,5326.0,17650.0,210.0,33342.0,70110.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,1044.0,117.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,True,-0.1268468283096776,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: plan-level in-network resubmitted claims is unusually high; Plan_Number_Claims_Denied_Services_Excluded is unusually high; in-network resubmitted claims is unusually high.,"The anomaly is associated with unusual values in plan-level in-network resubmitted claims, Plan_Number_Claims_Denied_Services_Excluded, in-network resubmitted claims. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
