Individual/SHOP,Exchange_Type,State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange?(Yes_or_No),SADP_Only,Plan_ID,Plan_Type,QHP or SADP?,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received_Out_of_Network,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_Out_of_Network,Issuer_Claims_Denied_In_Network,Issuer_Claims_Resubmitted_Out_of_Network,Issuer_Claims_Resubmitted_In_Network,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received_Out_of_Network,Plan_Number_Claims_Received_In_Network,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_In_Network,Plan_Number_Claims_Resubmitted_Out_of_Network,Plan_Number_Claims_Resubmitted_In_Network,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Due_To_Out_Of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce,Plan_Number_Claims_Denied_Due_To_Administrative_Reason,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment,source_sheet,Issuer_Claims_Received_Out_of_Network_suppressed,Issuer_Claims_Received_In_Network_suppressed,Issuer_Claims_Denied_Out_of_Network_suppressed,Issuer_Claims_Denied_In_Network_suppressed,Issuer_Claims_Resubmitted_Out_of_Network_suppressed,Issuer_Claims_Resubmitted_In_Network_suppressed,Issuer_Internal_Appeals_Filed_suppressed,Issuer_Number_Internal_Appeals_Overturned_suppressed,Issuer_Percent_Internal_Appeals_Overturned_suppressed,Issuer_External_Appeals_Filed_suppressed,Issuer_Number_External_Appeals_Overturned_suppressed,Issuer_Percent_External_Appeals_Overturned_suppressed,Plan_Number_Claims_Received_Out_of_Network_suppressed,Plan_Number_Claims_Received_In_Network_suppressed,Plan_Number_Claims_Denied_Out_of_Network_suppressed,Plan_Number_Claims_Denied_In_Network_suppressed,Plan_Number_Claims_Resubmitted_Out_of_Network_suppressed,Plan_Number_Claims_Resubmitted_In_Network_suppressed,Plan_Number_Claims_Denied_Referral_Required_suppressed,Plan_Number_Claims_Denied_Due_To_Out_Of_Network_suppressed,Plan_Number_Claims_Denied_Services_Excluded_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only_suppressed,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached_suppressed,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered_suppressed,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce_suppressed,Plan_Number_Claims_Denied_Due_To_Administrative_Reason_suppressed,Plan_Number_Claims_Denied_Other_suppressed,Average Monthly Enrollment_suppressed,Average Monthly Disenrollment_suppressed,ml_prediction,ml_anomaly,ml_anomaly_score,final_anomaly,anomaly_type,severity,rule_anomaly,rule_name,rule_reason,rule_severity,explanation,likely_cause,recommended_fix
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460714,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1842.0,53431.0,739.0,8212.0,66.0,1015.0,1136.0,356.0,1584.0,115.0,,0.0,622.0,,959.0,4775.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,184.0,29.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0348461820969619,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460715,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,990.0,20672.0,352.0,3916.0,22.0,263.0,442.0,137.0,954.0,47.0,,0.0,306.0,,219.0,2381.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,56.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.0648698717787931,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460716,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,8478.0,73131.0,1088.0,11902.0,136.0,832.0,783.0,577.0,2207.0,105.0,,0.0,643.0,15.0,753.0,8590.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,164.0,20.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,0.0153370680869118,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460717,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,828.0,56914.0,426.0,7247.0,,968.0,1187.0,367.0,1595.0,140.0,,22.0,840.0,,759.0,3450.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,184.0,25.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0351795516169535,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460718,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,653.0,26484.0,277.0,4813.0,22.0,501.0,295.0,207.0,1145.0,57.0,,,300.0,0.0,378.0,3072.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,93.0,13.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,False,0.0539792641069388,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460719,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,3843.0,76726.0,1030.0,13325.0,42.0,1671.0,943.0,677.0,2351.0,189.0,,0.0,922.0,,1393.0,8724.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,250.0,43.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0205756253639081,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460721,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1061.0,33790.0,510.0,3693.0,249.0,479.0,556.0,123.0,894.0,70.0,,0.0,352.0,,544.0,1992.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,91.0,11.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0481892014886333,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460722,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,6198.0,203280.0,2296.0,32302.0,117.0,3689.0,2894.0,1375.0,6316.0,488.0,31.0,,2640.0,42.0,3556.0,19558.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,540.0,88.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,True,-0.0458680697360381,True,ML,MEDIUM,False,NONE,No rule violation detected,,The Isolation Forest identified an unusual pattern. The following fields differ significantly from the normal PUF distribution: in-network claims received is unusually high; in-network denied claims is unusually high; internal appeals overturned is unusually high; out-of-network claims received is unusually high; external appeals overturned is unusually high.,"The anomaly is associated with unusual values in in-network claims received, in-network denied claims, internal appeals overturned. Possible causes include reporting errors, incorrect aggregation, duplicate records, or an unusual operational event.","Validate the highlighted fields against the source system. Compare the plan with similar plans and check for duplicate records, incorrect aggregation, missing values, or unusual reporting patterns."
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460723,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1160.0,48343.0,482.0,7161.0,,628.0,1523.0,401.0,1404.0,98.0,,0.0,559.0,,489.0,3647.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,126.0,11.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0376384972069804,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460724,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,3059.0,51954.0,712.0,8045.0,30.0,844.0,1101.0,363.0,1592.0,91.0,,,621.0,,711.0,4732.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,117.0,16.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,False,0.0348761860618898,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460725,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,6298.0,97292.0,1492.0,17553.0,52.0,1452.0,1301.0,978.0,3552.0,189.0,,25.0,1137.0,18.0,1257.0,11647.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,241.0,28.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,0.0088213857589233,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460726,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,561.0,28201.0,129.0,3874.0,0.0,375.0,279.0,68.0,792.0,34.0,,,557.0,,258.0,2245.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,70.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,False,0.0585194171799651,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460727,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,2001.0,90356.0,704.0,11706.0,84.0,1661.0,1539.0,376.0,2407.0,206.0,,22.0,948.0,26.0,1465.0,6259.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,258.0,45.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,0.0152744561955798,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460728,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1194.0,45507.0,472.0,5256.0,18.0,517.0,745.0,233.0,1121.0,80.0,,,584.0,,397.0,2915.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,129.0,15.0,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,False,0.0483145237390413,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460782,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,253.0,10305.0,97.0,1864.0,0.0,94.0,96.0,24.0,231.0,19.0,,0.0,127.0,,90.0,1434.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,22.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.0642028584517158,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460783,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,464.0,9626.0,123.0,1472.0,,148.0,258.0,56.0,311.0,37.0,,0.0,112.0,,93.0,875.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,31.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.069238490231965,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460787,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,176.0,6109.0,54.0,773.0,,84.0,61.0,23.0,175.0,,,,20.0,,72.0,500.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,17.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,False,0.0648243684030444,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460792,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,586.0,13474.0,306.0,1986.0,170.0,347.0,216.0,117.0,361.0,24.0,,35.0,147.0,0.0,535.0,1032.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,36.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,0.0592400624574312,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460793,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,49.0,3403.0,11.0,435.0,0.0,90.0,19.0,,106.0,,,0.0,29.0,,77.0,231.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,False,0.0670112797578161,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460794,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,1401.0,8806.0,116.0,1421.0,,81.0,172.0,71.0,235.0,,,,106.0,0.0,53.0,963.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,17.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,False,0.0654357661523106,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460795,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,234.0,7173.0,109.0,932.0,,91.0,222.0,121.0,179.0,21.0,,,115.0,0.0,53.0,436.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,31.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,False,0.0689557436822279,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460797,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,364.0,8662.0,126.0,1394.0,15.0,139.0,149.0,91.0,229.0,13.0,,0.0,105.0,,127.0,905.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,27.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.0726413183514608,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460799,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,108.0,2317.0,17.0,202.0,0.0,17.0,61.0,,58.0,,,0.0,14.0,0.0,14.0,80.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,False,0.0652205618140939,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460801,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,332.0,9605.0,134.0,1594.0,11.0,331.0,330.0,104.0,285.0,23.0,,0.0,57.0,,336.0,700.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,14.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.0655412443591877,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460802,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,568.0,7222.0,141.0,1039.0,,104.0,302.0,51.0,316.0,31.0,,19.0,97.0,,71.0,409.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,16.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.0606656422400697,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460803,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,581.0,9444.0,112.0,1611.0,,127.0,159.0,95.0,273.0,29.0,,0.0,81.0,,77.0,1130.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,25.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.0709017414595131,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460804,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,20.0,1342.0,,142.0,0.0,15.0,,,38.0,,,0.0,24.0,0.0,,77.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,False,0.0624295200365724,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460806,HMO,QHP,Bronze,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,289.0,4085.0,239.0,537.0,,60.0,141.0,13.0,243.0,17.0,,0.0,30.0,0.0,67.0,399.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,False,0.0678914758395586,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,TX,Blue Cross Blue Shield of Texas,33602,No,No,33602TX0460809,HMO,QHP,Gold,https://www.bcbstx.com/member/transparency-in-coverage,2697101.0,58806743.0,906328.0,11028737.0,51199.0,1034765.0,22641.0,11397.0,50.34,808.0,325.0,40.22,622.0,34590.0,209.0,6223.0,15.0,395.0,389.0,105.0,769.0,45.0,,0.0,163.0,,304.0,4865.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,52.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,False,0.0615045242906352,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
